spkid,full_name,pdes,neo,pha,H,Mass,G,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
20162825,162825 (2001 BO61),162825,Y,Y,17.97,0,,,,,,,,,,,,,,110,2025-11-21.0,J2000,0.7443,1.773,0.453,9.07,159.51,79.17,145.78,3.09,0.4174,2460651.28,2024-12-06.7,862,2.36,0.0164,6.37,2,3.71,2.00E-08,4.80E-09,3.40E-08,5.80E-06,1.90E-05,1.80E-05,3.20E-06,8.30E-09,1.70E-09,6.70E-06,3.50E-06,APO,0,0.51013,,,,,,,,,
20162882,162882 (2001 FD58),162882,Y,Y,18.77,0,,,,,,,,,,,,,,123,2025-11-21.0,J2000,0.5752,1.092,0.464,6.5,341.14,46.02,333.8,1.72,0.8633,2461030.85,2025-12-21.3,417,1.14,0.0325,12.7,3.74,5.51,7.70E-08,1.70E-09,8.40E-08,5.60E-06,2.70E-05,2.70E-05,9.10E-06,2.80E-09,2.10E-09,1.10E-05,1.00E-06,APO,0,0.44576,,,,,,,,,
20162922,162922 (2001 OY13),162922,Y,Y,20.91,0,,,,,,,,,,,,,,41,2025-11-21.0,J2000,0.3818,1.319,0.815,10.3,284.17,291.32,74.53,1.82,0.651,2460886.01,2025-07-29.5,553,1.51,0.0143,5.56,3.2,4.86,1.20E-07,1.10E-08,1.70E-07,1.90E-05,3.70E-05,4.00E-05,6.00E-05,1.60E-08,8.50E-09,9.10E-05,7.20E-06,APO,0,0.50074,,,,,,,,,
20162979,162979 (2001 RA12),162979,Y,Y,18.29,0,,,,,,,,,,,,,,34,2025-11-21.0,J2000,0.5437,2.038,0.93,17.09,311.55,326.12,135.5,3.15,0.3389,2460600.65,2024-10-17.1,1.06E+03,2.91,0.0214,8.31,2.12,3.56,9.80E-08,2.70E-08,2.10E-07,1.90E-05,2.60E-05,3.90E-05,6.60E-05,4.10E-08,6.70E-09,1.90E-04,2.10E-05,APO,0,0.65727,,,,,,,,,
20162998,162998 (2001 SK162),162998,Y,Y,18.17,0.912002711,,0.875,,0.161,68,,,,,T,,,0.01,JPL 173,2025-11-21.0,J2000,0.4745,1.926,1.012,1.68,285.29,186.47,329.01,2.84,0.3688,2461084.53,2026-02-13.0,976,2.67,0.0284,11,2.31,3.77,2.70E-08,2.30E-09,5.20E-08,2.80E-06,1.30E-04,1.30E-04,7.00E-06,3.30E-09,6.50E-10,1.90E-05,1.70E-06,APO,0,0.45007,,,,,,,,,
20163014,163014 (2001 UA5),163014,Y,Y,17.75,0,,,,,,,,,,Sq,,,,JPL 153,2025-11-21.0,J2000,0.4457,1.787,0.991,9.94,58.62,27.7,12.86,2.58,0.4125,2460969.33,2025-10-20.8,873,2.39,0.0315,12.3,2.7,3.94,2.60E-08,2.30E-09,4.70E-08,3.80E-06,2.10E-05,2.20E-05,5.20E-06,3.30E-09,8.00E-10,1.30E-05,1.70E-06,APO,0,0.42655,,,,,,,,,
20163026,163026 (2001 XR30),163026,Y,Y,21.23,0,,,,,,,,,,,,,,18,2025-11-21.0,J2000,0.3651,1.297,0.823,11.86,247.84,294.5,12.97,1.77,0.6672,2460981.07,2025-11-01.5,540,1.48,0.0228,8.86,3.25,4.92,1.40E-07,7.10E-09,1.80E-07,1.40E-05,3.90E-05,4.90E-05,5.40E-05,9.80E-09,5.50E-09,8.10E-05,4.50E-06,APO,0,0.63531,,,,,,,,,
20163051,163051 (2001 YJ4),163051,Y,Y,16.4,0,,,,,4.693,,,,,,,,,244,2025-11-21.0,J2000,0.5665,2.275,0.986,9.28,247.77,322.39,323.57,3.56,0.2871,2461127.38,2026-03-27.8,1.25E+03,3.43,0.0316,12.3,1.49,3.36,2.70E-08,3.60E-09,6.20E-08,4.00E-06,2.10E-05,2.10E-05,3.60E-06,5.70E-09,6.90E-10,1.30E-05,3.00E-06,APO,0,0.51119,,,,,,,,,
20163067,163067 (2002 AP3),163067,Y,Y,19.99,0,,,,,,,,,,,,,,13,2025-11-21.0,J2000,0.5859,2.046,0.847,7.61,87.3,117.83,29.51,3.24,0.3369,2460912.89,2025-08-25.3,1.07E+03,2.93,0.0118,4.61,1.76,3.55,8.80E-08,2.10E-08,1.80E-07,4.60E-05,1.80E-04,1.80E-04,4.80E-05,3.30E-08,5.10E-09,1.40E-04,1.60E-05,APO,1,0.6444,,,,,,,,,
20163132,163132 (2002 CU11),163132,Y,Y,18.61,0.132509027,,0.46,,0.408,,,,,,,,,0.02,125,2025-11-21.0,J2000,0.2952,1.22,0.86,48.78,157.74,110.52,161.85,1.58,0.7317,2460779.3,2025-04-13.7,492,1.35,0.00113,0.44,3.89,4.88,4.00E-08,3.20E-09,4.70E-08,2.60E-06,5.70E-07,1.00E-05,1.30E-05,4.10E-09,2.90E-09,1.70E-05,1.90E-06,APO,0,0.39589,,,,,,,,,
20163243,163243 (2002 FB3),163243,Y,Y,16.47,6.478134262,,1.682,,0.172,6.231,,,,,,,,0.01,295,2025-11-21.0,J2000,0.6016,0.7616,0.303,20.28,203.56,148.33,342.61,1.22,1.483,2461012.23,2025-12-02.7,243,0.665,0.00394,1.53,4.25,7.41,6.00E-09,3.80E-10,4.40E-09,2.20E-07,4.10E-07,4.90E-07,3.30E-06,6.10E-10,1.10E-09,2.20E-06,1.80E-07,ATE,0,0.53119,,,,,,,,,
20163249,163249 (2002 GT),163249,Y,Y,18.7,0,,,,,3.7663,,,,,,,,,218,2025-11-21.0,J2000,0.3348,1.344,0.894,6.97,201.72,135.13,312.88,1.79,0.6324,2461075.02,2026-02-03.5,569,1.56,0.0159,6.18,3.6,4.82,6.40E-09,3.50E-09,7.60E-09,2.70E-07,1.10E-06,1.20E-06,6.00E-06,4.60E-09,2.40E-09,9.80E-06,2.20E-06,APO,0,0.41361,,,,2.20E-14,6.50E-15,,,,
20163348,163348 (2002 NN4),163348,Y,Y,20.05,0.540547655,,0.735,,0.03,14.5,,,,,,,,0.24,JPL 181,2025-11-21.0,J2000,0.4346,0.8758,0.495,5.42,259.41,222.21,328.82,1.26,1.203,2461026.42,2025-12-16.9,299,0.82,0.00652,2.54,3.84,6.68,3.50E-08,2.40E-09,3.10E-08,3.10E-06,1.10E-05,1.10E-05,1.20E-05,3.40E-09,4.90E-09,1.00E-05,1.20E-06,ATE,0,0.40048,,,,3.30E-14,4.00E-15,,,,
20163364,163364 (2002 OD20),163364,Y,Y,18.91,0,,,,,2.42,,,,,,,,,176,2025-11-21.0,J2000,0.3689,1.365,0.862,4.19,259.85,275.33,331.29,1.87,0.6179,2461046.97,2026-01-06.4,583,1.6,0.0259,10.1,3.11,4.76,1.60E-08,1.30E-09,2.20E-08,3.20E-06,2.40E-05,2.40E-05,6.80E-06,1.80E-09,9.20E-10,1.10E-05,8.60E-07,APO,0,0.47441,,,,,,,,,
20163373,163373 (2002 PZ39),163373,Y,Y,19.03,0,,,,,148.7,,,,,,,,,146,2025-11-21.0,J2000,0.5463,1.469,0.667,1.67,328.72,260.2,57.45,2.27,0.5535,2460896.72,2025-08-09.2,650,1.78,0.00265,1.03,2.72,4.43,1.30E-08,9.20E-09,2.00E-08,3.30E-06,3.60E-05,3.60E-05,1.10E-05,1.40E-08,5.20E-09,1.80E-05,6.10E-06,APO,0,0.32687,,,,,,,,,
20163683,163683 (2002 YP2),163683,Y,Y,19.05,0,,,,,,,,,,,,,,70,2025-11-21.0,J2000,0.6882,1.577,0.492,20.63,52.44,281.41,230.62,2.66,0.4977,2461260.46,2026-08-07.9,723,1.98,0.0209,8.14,3,4.05,4.80E-08,4.80E-09,7.70E-08,5.50E-06,2.00E-05,1.80E-05,2.30E-05,8.10E-09,2.30E-09,4.70E-05,3.30E-06,APO,0,0.50795,,,,,,,,,
20163697,163697 (2003 EF54),163697,Y,Y,20.08,0,,,,,,,,,,,,,,64,2025-11-21.0,J2000,0.4731,1.609,0.848,2.95,268.45,353.83,9.46,2.37,0.4829,2460980.92,2025-11-01.4,745,2.04,0.0422,16.4,2.71,4.21,3.00E-08,4.30E-09,4.80E-08,4.10E-06,1.40E-04,1.40E-04,1.40E-05,6.40E-09,2.00E-09,2.80E-05,3.00E-06,APO,0,0.60027,,,,,,,,,
20163818,163818 (2003 RX7),163818,Y,Y,18.46,0.078294974,,0.386,,0.516,5.649,,,,,,,,0.02,189,2025-11-21.0,J2000,0.3546,1.229,0.793,10.39,241,245.91,357.89,1.67,0.723,2461003.42,2025-11-23.9,498,1.36,0.0265,10.3,3.45,5.13,2.40E-09,8.20E-10,3.00E-09,2.40E-07,1.00E-06,1.20E-06,2.90E-06,1.10E-09,7.20E-10,4.00E-06,5.00E-07,APO,0,0.52072,,,,,,,,,
20163899,163899 (2003 SD220),163899,Y,Y,17.56,0.6737541,,0.791,,0.34,285,,,,,,,,0.03,JPL 241,2025-11-21.0,J2000,0.2094,0.8279,0.655,8.55,273.63,327.02,291.9,1,1.308,2461052.55,2026-01-12.0,275,0.753,0.0179,6.96,4,7.06,3.80E-09,2.50E-10,3.10E-09,1.20E-07,4.90E-07,2.00E-06,3.20E-06,3.00E-10,5.90E-10,2.50E-06,1.20E-07,ATE,0,0.20337,,,,-1.10E-14,1.10E-15,,,,
20164121,164121 (2003 YT1),164121,Y,Y,16.15,6.891009613,,1.717,,0.198,2.343,,,,,,,,0.55,356,2025-11-21.0,J2000,0.2921,1.11,0.786,44.06,38.31,91.01,212.29,1.43,0.8429,2461175.75,2026-05-15.2,427,1.17,0.00145,0.565,3.85,5.32,5.30E-10,4.50E-11,5.80E-10,5.90E-08,6.40E-08,9.50E-08,1.20E-07,5.80E-11,5.20E-11,1.50E-07,2.60E-08,APO,0,0.44717,,,,-6.40E-15,1.00E-16,,,,
20164202,164202 (2004 EW),164202,Y,Y,20.91,0,,,,,11.1,,,,,,,,,75,2025-11-21.0,J2000,0.279,0.9879,0.712,4.67,342.89,56.22,121.24,1.26,1.004,2460879.72,2025-07-23.2,359,0.982,0.0234,9.1,4.13,6.1,3.20E-07,5.60E-09,3.20E-07,7.90E-06,2.20E-05,2.90E-05,9.90E-05,7.20E-09,8.60E-09,9.80E-05,3.10E-06,ATE,0,0.50656,,,,,,,,,
20164207,164207 Cardea (2004 GU9),164207,Y,Y,21.19,0.005895692,,0.163,,0.219,,,,,,,,,0.01,104,2025-11-21.0,J2000,0.1359,1.001,0.865,13.65,38.39,279.34,97.33,1.14,0.984,2460901.58,2025-08-14.0,366,1,0.00309,1.2,4.01,6.04,1.50E-07,4.20E-09,1.50E-07,8.90E-06,1.00E-05,1.80E-05,2.50E-05,4.80E-09,6.20E-09,2.50E-05,2.30E-06,APO,0,0.53296,,,,-5.80E-14,7.60E-15,,,,
20164211,164211 (2004 JA27),164211,Y,Y,19.5,0,,,,,,,,,,,,,,112,2025-11-21.0,J2000,0.4233,1.666,0.961,2.26,67.76,270.2,312.24,2.37,0.4582,2461104.74,2026-03-05.2,786,2.15,0.0326,12.7,3.02,4.15,2.30E-08,1.50E-09,3.80E-08,4.80E-06,7.50E-05,7.60E-05,4.50E-06,2.10E-09,6.00E-10,9.80E-06,1.00E-06,APO,0,0.58103,,,,,,,,,
20164216,164216 (2004 OT11),164216,Y,Y,17.28,0,,,,,,,,,,,,,,98,2025-11-21.0,J2000,0.5656,2.151,0.934,20.06,294.8,326.83,291.67,3.37,0.3124,2461219.18,2026-06-27.6,1.15E+03,3.15,0.021,8.19,1.9,3.42,5.30E-08,7.90E-09,1.10E-07,8.20E-06,2.30E-05,2.40E-05,1.20E-05,1.20E-08,1.70E-09,4.00E-05,6.30E-06,APO,0,0.52547,,,,,,,,,
20164400,164400 (2005 GN59),164400,Y,Y,17.38,0,,,,,38.69,,,,,,,,,JPL 273,2025-11-21.0,J2000,0.4679,1.657,0.882,6.63,218.95,203.08,354.59,2.43,0.4622,2461012.21,2025-12-02.7,779,2.13,0.0498,19.4,2.93,4.13,1.40E-08,1.20E-09,2.20E-08,2.40E-06,1.20E-05,1.20E-05,3.50E-06,1.70E-09,4.90E-10,7.60E-06,8.30E-07,APO,0,0.37813,,,,,,,,,
20168318,168318 (1989 DA),168318,Y,Y,18.91,0.992429119,,0.9,,,3.925,,,,,,,,,107,2025-11-21.0,J2000,0.5419,2.162,0.99,6.49,349.05,139.85,206.96,3.33,0.31,2461494.19,2027-03-29.6,1.16E+03,3.18,0.0444,17.3,1.77,3.48,1.40E-08,1.20E-09,3.00E-08,3.40E-06,2.60E-05,2.80E-05,2.40E-06,1.90E-09,2.60E-10,7.80E-06,9.80E-07,APO,0,0.35547,,,,,,,,,
20170086,170086 (2002 XR14),170086,Y,Y,18.14,0,,,,,,,,,,,,,,113,2025-11-21.0,J2000,0.6261,1.905,0.712,2.13,75.48,120.48,219.3,3.1,0.375,2461375.72,2026-12-01.2,960,2.63,0.0116,4.51,1.86,3.67,2.50E-08,4.10E-09,4.70E-08,5.40E-06,9.60E-05,9.60E-05,8.50E-06,6.60E-09,1.20E-09,2.30E-05,3.10E-06,APO,0,0.55618,,,,,,,,,
20170903,170903 (2004 WS2),170903,Y,Y,18.2,0,,,,,,,,,,,,,,JPL 188,2025-11-21.0,J2000,0.603,1.336,0.53,8.27,87.66,115.46,163.2,2.14,0.6381,2460744.77,2025-03-10.2,564,1.54,0.03,11.7,2.84,4.69,2.40E-08,1.30E-09,3.20E-08,2.70E-06,1.40E-05,1.40E-05,6.60E-06,2.10E-09,9.50E-10,1.00E-05,8.40E-07,APO,0,0.40969,,,,,,,,,
20171576,171576 (1999 VP11),171576,Y,Y,18.67,0,,,,,2.796,,,,,,,,,116,2025-11-21.0,J2000,0.5837,1.086,0.452,17.28,208.06,61.76,99.67,1.72,0.8712,2460886.1,2025-07-29.5,413,1.13,0.00249,0.968,3.45,5.5,2.70E-08,2.70E-09,3.00E-08,2.80E-06,2.10E-06,2.00E-06,9.00E-06,4.30E-09,3.30E-09,9.90E-06,1.60E-06,APO,0,0.41767,,,,,,,,,
20171839,171839 (2001 JM1),171839,Y,Y,19.23,0,,,,,5.7516,,,,,S,,,,94,2025-11-21.0,J2000,0.3106,1.461,1.007,17.08,226.64,321.96,342.22,1.91,0.5584,2461032.34,2025-12-22.8,645,1.77,0.0449,17.5,3.09,4.53,4.30E-08,1.80E-09,6.30E-08,7.40E-06,8.50E-06,1.10E-05,1.40E-05,2.40E-09,1.00E-09,2.60E-05,1.20E-06,APO,0,0.46835,,,,,,,,,
20172678,172678 (2003 YM137),172678,Y,Y,18.89,0,,,,,,,,,,,,,,82,2025-11-21.0,J2000,0.7028,2.558,0.76,2.82,73.98,131.03,62.36,4.36,0.2409,2460741.61,2025-03-07.1,1.49E+03,4.09,0.0157,6.11,0.607,3.03,2.10E-08,6.40E-09,5.30E-08,6.80E-06,1.60E-04,1.60E-04,1.80E-06,1.10E-08,9.00E-10,7.00E-06,5.60E-06,APO,0,0.48531,,,,,,,,,
20173561,173561 (2000 YV137),173561,Y,Y,18.36,0,,,,,2.722,,,,,,,,,156,2025-11-21.0,J2000,0.3111,1.448,0.998,28,137.22,211.38,196.56,1.9,0.5657,2461289.43,2026-09-05.9,636,1.74,0.0181,7.03,3.52,4.48,2.50E-08,3.50E-09,3.60E-08,4.70E-06,5.90E-06,7.70E-06,8.90E-06,4.70E-09,2.10E-09,1.60E-05,2.30E-06,APO,0,0.53071,,,,,,,,,
20175706,175706 (1996 FG3),175706,Y,Y,18.3,2.32897866,,1.196,,0.072,3.5942,,,,,C,,,0.36,224,2025-11-21.0,J2000,0.3501,1.055,0.685,1.97,299.47,24.06,36.65,1.42,0.9098,2460960.21,2025-10-11.7,396,1.08,0.0281,10.9,3.88,5.78,6.40E-09,1.00E-09,6.80E-09,1.20E-06,4.20E-05,4.20E-05,2.20E-06,1.40E-09,1.30E-09,2.40E-06,5.70E-07,APO,0,0.32383,,,,-1.20E-14,1.60E-15,,,,
20175729,175729 (1998 BB10),175729,Y,Y,20.44,0,,,,,,,,,,Sq,,,,56,2025-11-21.0,J2000,0.4245,1.271,0.732,11.54,124.27,259.25,195.64,1.81,0.6876,2461239.54,2026-07-18.0,524,1.43,0.0236,9.19,3.69,4.97,3.40E-08,1.30E-09,4.30E-08,5.30E-06,1.60E-05,1.60E-05,6.00E-06,1.80E-09,1.00E-09,8.70E-06,7.90E-07,APO,0,0.54795,,,,,,,,,
20177049,177049 (2003 EE16),177049,Y,Y,19.8,0,,,,,,,,,,,,,,97,2025-11-21.0,J2000,0.6142,1.418,0.547,0.65,127.23,259.49,238.69,2.29,0.5838,2461208.28,2026-06-16.7,617,1.69,0.000114,0.0444,3.16,4.49,1.90E-08,2.90E-09,2.70E-08,4.00E-06,2.30E-04,2.30E-04,8.80E-06,4.60E-09,1.80E-09,1.60E-05,1.90E-06,APO,0,0.5825,,,,,,,,,
20177614,177614 (2004 HK33),177614,Y,Y,17.58,0,,,,,,,,,,,,,,187,2025-11-21.0,J2000,0.5204,1.89,0.906,5.44,104.7,221.56,86.14,2.87,0.3794,2460773.45,2025-04-07.9,949,2.6,0.00899,3.5,2.49,3.78,1.10E-08,1.50E-09,2.00E-08,3.10E-07,2.60E-06,2.70E-06,1.30E-06,2.20E-09,4.40E-10,3.30E-06,1.10E-06,APO,0,0.61706,,,,,,,,,
20179806,179806 (2002 TD66),179806,Y,Y,20.46,0,,,,,9.455,,,,,,,,,64,2025-11-21.0,J2000,0.5348,1.858,0.864,4.93,335.52,125.9,16.17,2.85,0.3893,2460958.97,2025-10-10.4,925,2.53,0.00512,1.99,2.36,3.81,6.20E-08,3.20E-08,1.00E-07,1.20E-05,1.90E-05,2.50E-05,4.90E-05,4.90E-08,1.00E-08,1.20E-04,2.40E-05,APO,0,0.31307,,,,,,,,,
20180186,180186 (2003 QZ30),180186,Y,Y,17.58,0,,,,,,,,,,,,,,147,2025-11-21.0,J2000,0.6314,2.421,0.892,8.56,178.01,243.14,303.34,3.95,0.2616,2461217.11,2026-06-25.6,1.38E+03,3.77,0.0455,17.7,1.53,3.19,1.90E-08,3.00E-09,4.60E-08,7.30E-06,2.30E-05,2.50E-05,3.30E-06,5.00E-09,4.90E-10,1.30E-05,2.60E-06,APO,0,0.5041,,,,,,,,,
20184266,184266 (2004 VW14),184266,Y,Y,19.49,0,,,,,2.5009,,,,,,,,,76,2025-11-21.0,J2000,0.598,2.121,0.853,3.83,100.83,42.79,267.79,3.39,0.3191,2461289.45,2026-09-05.9,1.13E+03,3.09,0.00794,3.09,1.66,3.48,1.70E-08,7.90E-09,3.50E-08,2.90E-06,3.10E-05,3.10E-05,1.20E-05,1.30E-08,1.80E-09,4.00E-05,6.30E-06,APO,0,0.31986,,,,,,,,,
20185851,185851 (2000 DP107),185851,Y,Y,18.31,0.874992554,,0.863,0.992 x 0.938 x 0.964,0.137,2.7754,3.22E-08,,,,,,,0.04,378,2025-11-21.0,J2000,0.3767,1.365,0.851,8.67,358.62,289.83,309.34,1.88,0.618,2461082.47,2026-02-10.9,583,1.59,0.0143,5.58,3.33,4.75,8.20E-09,3.40E-10,1.10E-08,1.20E-06,2.20E-06,3.10E-06,9.20E-07,4.70E-10,2.30E-10,1.50E-06,2.20E-07,APO,0,0.39351,,,,9.60E-15,6.20E-16,,,,
20186844,186844 (2004 GA1),186844,Y,Y,17.43,0,,,,,,,,,,,,,,156,2025-11-21.0,J2000,0.6734,2.429,0.793,7.77,261.47,54.61,219.09,4.06,0.2604,2461541.63,2027-05-16.1,1.38E+03,3.78,0.0191,7.43,1.37,3.14,1.80E-08,3.90E-09,4.30E-08,6.00E-06,3.70E-05,3.70E-05,4.70E-06,6.60E-09,6.30E-10,1.90E-05,3.40E-06,APO,0,0.48464,,,,,,,,,
20187040,187040 (2005 JS108),187040,Y,Y,19.2,0.108237396,,0.43,,0.199,,,,,,,,,0.05,189,2025-11-21.0,J2000,0.3222,1.355,0.919,6.03,110.79,244.02,278.29,1.79,0.6246,2461131.33,2026-03-31.8,576,1.58,0.0187,7.26,3.64,4.8,1.70E-08,1.10E-09,2.30E-08,3.00E-06,1.50E-05,1.50E-05,3.40E-06,1.50E-09,7.90E-10,5.40E-06,7.30E-07,APO,0,0.49768,,,,,,,,,
20189040,189040 (2000 MU1),189040,Y,Y,19.87,0,,,,,,,,,,S,,,,101,2025-11-21.0,J2000,0.3824,1.373,0.848,13.09,130.03,63.76,329.93,1.9,0.6129,2461049.56,2026-01-09.0,587,1.61,0.0101,3.95,3.11,4.71,3.40E-08,1.80E-09,4.80E-08,4.80E-06,1.20E-05,1.10E-05,5.80E-06,2.40E-09,1.20E-09,9.40E-06,1.10E-06,APO,0,0.46832,,,,,,,,,
20189865,189865 (2003 NC),189865,Y,Y,19.48,0,,,,,,,,,,,,,,59,2025-11-21.0,J2000,0.8056,1.406,0.273,21.57,288.39,224.33,191.88,2.54,0.5914,2461284.79,2026-09-01.2,609,1.67,0.0373,14.5,2.67,4.27,1.20E-07,7.00E-09,1.70E-07,3.00E-05,1.40E-05,2.10E-05,1.70E-05,1.30E-08,4.40E-09,3.00E-05,4.60E-06,APO,0,0.59062,,,,,,,,,
20192559,192559 (1998 VO),192559,Y,Y,20.43,0,,,,,,,,,,,,,,69,2025-11-21.0,J2000,0.2266,1.075,0.831,10.06,228.11,75.98,175.9,1.32,0.8845,2460801.62,2025-05-06.1,407,1.11,0.0273,10.6,3.86,5.71,4.00E-08,6.10E-09,4.40E-08,2.80E-06,1.50E-05,1.80E-05,3.90E-05,7.50E-09,7.60E-09,4.30E-05,3.50E-06,APO,0,0.31908,,,,-3.20E-14,7.10E-15,,,,
20192563,192563 (1998 WZ6),192563,Y,Y,17.33,0,,,,,,,,,,V,,,,198,2025-11-21.0,J2000,0.4077,1.452,0.86,24.76,68.68,110.74,91.55,2.04,0.5633,2460837.97,2025-06-11.4,639,1.75,0.0336,13.1,3.13,4.46,3.70E-09,7.30E-10,5.50E-09,1.40E-07,3.10E-07,4.30E-07,1.50E-06,1.00E-09,4.20E-10,2.60E-06,4.80E-07,APO,0,0.38227,,,,,,,,,
20194006,194006 (2001 SG10),194006,Y,Y,20.46,0,,,,,,,,,,X,,,,84,2025-11-21.0,J2000,0.4246,1.449,0.834,4.26,184.89,101.67,340.89,2.06,0.5652,2461034.31,2025-12-24.8,637,1.74,0.017,6.6,3.12,4.54,2.10E-08,1.10E-09,3.20E-08,4.80E-06,2.00E-05,2.50E-05,1.40E-05,1.60E-09,6.50E-10,2.50E-05,7.30E-07,APO,0,0.57505,,,,,,,,,
20194268,194268 (2001 UY4),194268,Y,Y,18.33,2.620795361,,1.244,,0.055,6.802,,,,,X,,,0.02,120,2025-11-21.0,J2000,0.7875,1.453,0.309,5.44,160.48,108.05,299.4,2.6,0.5629,2461108.17,2026-03-08.6,640,1.75,0.0258,10,2.54,4.23,3.30E-08,1.90E-09,4.90E-08,3.40E-06,6.50E-05,6.40E-05,3.90E-06,3.40E-09,1.10E-09,7.00E-06,1.30E-06,APO,0,0.46397,,,,,,,,,
20196068,196068 (2002 TW55),196068,Y,Y,18.13,0,,,,,,,,,,,,,,39,2025-11-21.0,J2000,0.6647,2.117,0.71,59.33,33.51,251.11,213.27,3.52,0.3199,2461459.2,2027-02-22.6,1.13E+03,3.08,0.0295,11.5,3.06,2.94,1.20E-07,4.30E-08,2.60E-07,4.20E-05,1.20E-05,2.70E-05,6.30E-05,7.10E-08,9.70E-09,2.10E-04,3.40E-05,APO,0,0.52658,,,,,,,,,
20196625,196625 (2003 RM10),196625,Y,Y,20.29,0,,,,,,,,,,,,,,45,2025-11-21.0,J2000,0.5923,1.847,0.753,13.74,341.04,287.62,323.84,2.94,0.3927,2461092.57,2026-02-21.0,917,2.51,0.00315,1.23,2.36,3.75,1.80E-07,8.20E-09,3.30E-07,2.90E-05,3.90E-05,4.20E-05,2.10E-05,1.30E-08,2.60E-09,5.30E-05,6.10E-06,APO,0,0.33453,,,,,,,,,
20197588,197588 (2004 HE12),197588,Y,Y,17.12,0,,,,,,,,,,,,,,JPL 65,2025-11-21.0,J2000,0.466,1.845,0.985,42.72,338.03,162.23,226.71,2.71,0.3932,2461339.5,2026-10-26.0,916,2.51,0.00937,3.65,2.36,3.59,1.10E-07,9.90E-09,2.10E-07,1.20E-05,6.90E-06,1.30E-05,2.50E-05,1.40E-08,3.10E-09,6.60E-05,7.30E-06,APO,0,0.52492,,,,,,,,,
20199003,199003 (2005 WJ56),199003,Y,Y,18.16,0,,,,,4.3825,,,,,,,,,235,2025-11-21.0,J2000,0.152,0.959,0.813,21.62,288.01,297.65,266.88,1.1,1.049,2461089.23,2026-02-17.7,343,0.939,0.0225,8.76,3.97,6.21,2.60E-08,4.20E-10,2.50E-08,5.70E-06,8.90E-07,3.80E-06,5.80E-06,4.80E-10,6.90E-10,5.50E-06,2.30E-07,ATE,0,0.39547,,,,,,,,,
20199145,199145 (2005 YY128),199145,Y,Y,18.3,0,,,,,15.59,,,,,,,,,JPL 134,2025-11-21.0,J2000,0.7323,1.649,0.441,3.77,299.95,315.19,87.7,2.86,0.4656,2460812.14,2025-05-16.6,773,2.12,0.0296,11.5,2.22,3.92,2.50E-08,3.50E-09,4.10E-08,4.50E-06,3.40E-05,3.50E-05,1.80E-06,6.00E-09,1.50E-09,3.40E-06,2.40E-06,APO,0,0.4034,,,,,,,,,
20199801,199801 (2007 AE12),199801,Y,Y,19.36,0,,,,,,,,,,,,,,55,2025-11-21.0,J2000,0.5694,1.684,0.725,2.29,245.44,86.96,308.8,2.64,0.4509,2461114.07,2026-03-14.5,798,2.19,0.00636,2.47,2.74,4.02,3.90E-08,6.30E-09,6.90E-08,8.00E-06,9.60E-05,9.60E-05,2.20E-05,9.90E-09,2.50E-09,4.90E-05,4.50E-06,APO,0,0.63837,,,,,,,,,
20200840,200840 (2001 XN254),200840,Y,Y,17.79,0,,,,,,,,,,S,,,,71,2025-11-21.0,J2000,0.5611,2.32,1.018,1.94,264.05,278.73,243.85,3.62,0.2789,2461416.98,2027-01-11.4,1.29E+03,3.53,0.0389,15.1,1.36,3.35,1.60E-08,7.50E-09,3.60E-08,3.00E-06,8.30E-05,8.40E-05,1.60E-05,1.20E-08,1.40E-09,5.80E-05,6.30E-06,AMO,0,0.52142,,,,,,,,,
20202683,202683 (2006 US216),202683,Y,Y,19.78,0,,,,,,,,,,,,,,30,2025-11-21.0,J2000,0.5624,0.6371,0.279,3.44,193.25,56.43,312.64,1,1.938,2461024.93,2025-12-15.4,186,0.508,0.0441,17.2,4.03,8.74,9.60E-08,1.30E-08,6.10E-08,2.70E-05,5.00E-04,5.10E-04,4.00E-04,2.00E-08,5.80E-08,2.10E-04,5.60E-06,ATE,1,0.55172,,,,,,,,,
20206378,206378 (2003 RB),206378,Y,Y,18.76,0.072366156,,0.376,,0.414,37.5,,,,,,,,0.01,184,2025-11-21.0,J2000,0.439,1.788,1.003,6.72,317.12,44.08,91.85,2.57,0.4121,2460777.65,2025-04-12.1,873,2.39,0.0441,17.2,2.9,3.96,8.40E-09,9.30E-10,1.50E-08,2.70E-06,9.00E-06,1.00E-05,1.70E-06,1.30E-09,3.20E-10,4.00E-06,6.80E-07,APO,0,0.33605,,,,,,,,,
